date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:37:11	1515/1515	---M--	200	added ('OK')	image/png	etag:%22f36e5fe58351f4814c2f6ee663567cc5%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdc9520d35b2adb1e02099_cody-fisher.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdc9520d35b2adb1e02099_cody-fisher.png	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:11	22233/22233	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2010:32:53%20GMT	https://medcare-template.webflow.io/blog-authors/cody-fisher	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/blog-authors/cody-fisher.html	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:11	39290/39290	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2010:34:41%20GMT	https://medcare-template.webflow.io/post/enhancing-your-life-through-mind-body-practices	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/enhancing-your-life-through-mind-body-practices.html	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:11	57269/57269	---M--	200	added ('OK')	image/png	etag:%22d866db93758343cc3a86d90f5483a3b0%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2e0107bcefe373ba1e8_enhancing-your-life-through-mind-body-practices.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2e0107bcefe373ba1e8_enhancing-your-life-through-mind-body-practices.png	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:12	1537/1537	---M--	200	added ('OK')	image/png	etag:%226ace514c769dc659725cb1a0a9eccd2e%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdc92babb423cfdb6863a9_floyd-miles.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdc92babb423cfdb6863a9_floyd-miles.png	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:12	22236/22236	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2023:08:58%20GMT	https://medcare-template.webflow.io/blog-authors/floyd-miles	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/blog-authors/floyd-miles.html	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:12	62700/62700	---M--	200	added ('OK')	image/png	etag:%22a6837cfb50e36a22a4a145e667c584a2%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2b90c393f48a11be660_regular-screenings-and-health-maintenance.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2b90c393f48a11be660_regular-screenings-and-health-maintenance.png	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:12	1093/1093	---M--	200	added ('OK')	image/png	etag:%223350e0add9f11fc31bb25010451d6304%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdc9799fdad42eb3bbbc02_rick-walton.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdc9799fdad42eb3bbbc02_rick-walton.png	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:13	16020/16020	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2001:47:56%20GMT	https://medcare-template.webflow.io/blog-authors/rick-walton	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/blog-authors/rick-walton.html	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:13	92817/92817	---M--	200	added ('OK')	image/png	etag:%229e36b3cfa1d6250e02942024eb4ab0a1%22	https://cdn.prod.website-files.com/65c992c37023d69385565acc/65cddeceb8f6021490967cf8_hero-banner-img-two.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65c992c37023d69385565acc/65cddeceb8f6021490967cf8_hero-banner-img-two.png	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:13	82199/82199	---M--	200	added ('OK')	image/jpeg	etag:%229c5ce021b35212923ea0eb34ea164bae%22	https://cdn.prod.website-files.com/65c992c37023d69385565acc/65d18632757eed4184b5f9b1_about-banner.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65c992c37023d69385565acc/65d18632757eed4184b5f9b1_about-banner.jpg	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:13	1294/1294	---M--	200	added ('OK')	image/png	etag:%228589db69eaef56def4155924dcab32d7%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4fdfa696969bcb1763dd_gynecology.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4fdfa696969bcb1763dd_gynecology.png	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:14	1387/1387	---M--	200	added ('OK')	image/png	etag:%224900675b114e6c18eaef876c9f5eb26e%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4f8291d92075f40703f5_pediatrics.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4f8291d92075f40703f5_pediatrics.png	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:14	1391/1391	---M--	200	added ('OK')	image/png	etag:%2284a85d2f8a45d19c15b7db36ef1b530c%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4f183241e07919c515dd_ophthalmology.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4f183241e07919c515dd_ophthalmology.png	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:14	1792/1792	---M--	200	added ('OK')	image/png	etag:%225f0bc74816c6f6dd1ecca7d5c656bed7%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4ec699c1bc891353aa7d_neurology.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4ec699c1bc891353aa7d_neurology.png	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:14	1222/1222	---M--	200	added ('OK')	image/png	etag:%2284300d78dcc418640554824f214a3008%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4e675d6e1ddd8919d292_oncology.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4e675d6e1ddd8919d292_oncology.png	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:15	1617/1617	---M--	200	added ('OK')	image/png	etag:%22884b527ff86643a73e352f19d9cbfb42%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4e02fe228aa210465184_cardiology.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cb4e02fe228aa210465184_cardiology.png	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:15	59488/59488	---M--	200	added ('OK')	image/jpeg	etag:%22c0628b760acb8273fd47b56cfee578e2%22	https://cdn.prod.website-files.com/65c992c37023d69385565acc/65d1ed53f17f19b1fb6bf58a_choose-us-video-bg.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65c992c37023d69385565acc/65d1ed53f17f19b1fb6bf58a_choose-us-video-bg.jpg	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:15	574/574	---M--	200	added ('OK')	image/png	etag:%22235d3626c16547fe4eb12898c5a1ec62%22	https://cdn.prod.website-files.com/65c992c37023d69385565acc/65d1eedc50a2ea9f70c6461b_Polygon-1.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65c992c37023d69385565acc/65d1eedc50a2ea9f70c6461b_Polygon-1.png	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:15	2267/2267	---M--	200	added ('OK')	image/png	etag:%227bf87268d4421d9f9bc4be17cd94587d%22	https://cdn.prod.website-files.com/65c992c37023d69385565acc/65d1a4024399efb60073c983_medcare-white-logo.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65c992c37023d69385565acc/65d1a4024399efb60073c983_medcare-white-logo.png	(from https://medcare-template.webflow.io/home-page/home-two)
16:37:16	19833/19833	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Nov%202024%2000:52:54%20GMT	https://medcare-template.webflow.io/doctor-specialty/cardiologist	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-specialty/cardiologist.html	(from https://medcare-template.webflow.io/doctors)
16:37:16	22353/22353	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Nov%202024%2004:00:37%20GMT	https://medcare-template.webflow.io/doctor-specialty/oncologist	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-specialty/oncologist.html	(from https://medcare-template.webflow.io/doctors)
16:37:16	24765/24765	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Nov%202024%2003:43:02%20GMT	https://medcare-template.webflow.io/doctor-types/medicine-specialist	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-types/medicine-specialist.html	(from https://medcare-template.webflow.io/doctors)
16:37:17	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:17%20GMT	https://medcare-template.webflow.io/doctor-types/surgeon	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-types/surgeon	(from https://medcare-template.webflow.io/doctors)
16:37:17	24758/24758	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Nov%202024%2001:38:26%20GMT	https://medcare-template.webflow.io/doctor-types/consultant	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-types/consultant.html	(from https://medcare-template.webflow.io/doctors)
16:37:17	24782/24782	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202024%2014:04:41%20GMT	https://medcare-template.webflow.io/doctor-chamber-locations/los-angeles	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-chamber-locations/los-angeles.html	(from https://medcare-template.webflow.io/doctors)
16:37:17	24774/24774	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2010:25:12%20GMT	https://medcare-template.webflow.io/doctor-chamber-locations/new-york-city	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-chamber-locations/new-york-city.html	(from https://medcare-template.webflow.io/doctors)
16:37:17	24783/24783	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2001:52:35%20GMT	https://medcare-template.webflow.io/doctor-chamber-locations/chicago-usa	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctor-chamber-locations/chicago-usa.html	(from https://medcare-template.webflow.io/doctors)
16:37:18	30431/30431	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202024%2022:02:01%20GMT	https://medcare-template.webflow.io/doctors/dr-broklyn-simon	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors/dr-broklyn-simon.html	(from https://medcare-template.webflow.io/doctors)
16:37:18	30921/30921	---M--	200	added ('OK')	image/png	etag:%221dd2a22726cca3c0797498ca0e0fc528%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc89c6daf05c03135e7d5b_dr-brooklyn-simmons.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc89c6daf05c03135e7d5b_dr-brooklyn-simmons.png	(from https://medcare-template.webflow.io/doctors)
16:37:18	30467/30467	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2010:17:02%20GMT	https://medcare-template.webflow.io/doctors/dr-marks-stilleng	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors/dr-marks-stilleng.html	(from https://medcare-template.webflow.io/doctors)
16:37:19	35120/35120	---M--	200	added ('OK')	image/png	etag:%222da9295235160ac6656311c3a40aa43e%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc8998b1c9913ecec69495_dr-marks-stilleng.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc8998b1c9913ecec69495_dr-marks-stilleng.png	(from https://medcare-template.webflow.io/doctors)
16:37:19	27373/27373	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2010:17:55%20GMT	https://medcare-template.webflow.io/doctors?412cb2f6_page=2	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors62cc.html	(from https://medcare-template.webflow.io/doctors)
16:37:19	39256/39256	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2010:27:24%20GMT	https://medcare-template.webflow.io/post/parenting-tips-for-promoting-childrens-well-being	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/parenting-tips-for-promoting-childrens-well-being.html	(from https://medcare-template.webflow.io/blog)
16:37:20	55573/55573	---M--	200	added ('OK')	image/jpeg	etag:%22fb8e55e97485686e6d845b02973bc564%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb234f84aebdd16e5cb18_parenting-tips-for-promoting-childrens-well-being.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb234f84aebdd16e5cb18_parenting-tips-for-promoting-childrens-well-being.jpg	(from https://medcare-template.webflow.io/blog)
16:37:20	1442/1442	---M--	200	added ('OK')	image/png	etag:%2265cd7d1fea8455677aaf38c4eb386558%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdc91c0bea02ac32122717_robert-fox.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdc91c0bea02ac32122717_robert-fox.png	(from https://medcare-template.webflow.io/blog)
16:37:20	19176/19176	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2010:26:19%20GMT	https://medcare-template.webflow.io/blog-authors/robert-fox	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/blog-authors/robert-fox.html	(from https://medcare-template.webflow.io/blog)
16:37:20	39142/39142	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2001:51:32%20GMT	https://medcare-template.webflow.io/post/accessible-healthcare-solutions-for-everyone	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/accessible-healthcare-solutions-for-everyone.html	(from https://medcare-template.webflow.io/blog)
16:37:21	39046/39046	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2007:35:15%20GMT	https://medcare-template.webflow.io/post/wellness-and-prevention-services	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/wellness-and-prevention-services.html	(from https://medcare-template.webflow.io/blog)
16:37:21	76671/76671	---M--	200	added ('OK')	image/jpeg	etag:%2296b270ae304608f92deeb95032d3d48e%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2126149e6e6dd20f663_accessible-healthcare-solutions-for-everyone.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2126149e6e6dd20f663_accessible-healthcare-solutions-for-everyone.jpg	(from https://medcare-template.webflow.io/blog)
16:37:21	63964/63964	---M--	200	added ('OK')	image/jpeg	etag:%22c567605968c8ad91d59db2408a1e01dc%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb1c9abb423cfdb5d0fda_wellness-and-prevention-services..jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb1c9abb423cfdb5d0fda_wellness-and-prevention-services..jpg	(from https://medcare-template.webflow.io/blog)
16:37:21	25140/25140	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2010:19:27%20GMT	https://medcare-template.webflow.io/blog?d1a17ff2_page=2	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/blogbb33.html	(from https://medcare-template.webflow.io/blog)
16:37:22	127004/127004	---M--	200	added ('OK')	image/jpeg	etag:%22635aa896cca1596cd92cbfedf1f06a85%22	https://cdn.prod.website-files.com/65c992c37023d69385565acc/65e6e12b4f03e2d8440da7a9_authentication%20-banner.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65c992c37023d69385565acc/65e6e12b4f03e2d8440da7a9_authentication%20-banner.jpg	(from https://medcare-template.webflow.io/sign-in)
16:37:22	95150/95150	---M--	200	added ('OK')	image/jpeg	etag:%2240b556bf7ff44872e34165234184929f%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d669dfaa8125ae3ac9af_gynecology.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d669dfaa8125ae3ac9af_gynecology.jpg	(from https://medcare-template.webflow.io/service/gynecology)
16:37:22	63400/63400	---M--	200	added ('OK')	image/jpeg	etag:%22e6ca3e3af86a9144c8d132c4cbf88216%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6db41bd19bae4a3fb08cb_service-details-image.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6db41bd19bae4a3fb08cb_service-details-image.jpg	(from https://medcare-template.webflow.io/service/gynecology)
16:37:23	101622/101622	---M--	200	added ('OK')	image/jpeg	etag:%22c8751adcd45cd1c5162076bb6f588379%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2ae80554dc7bf42c4bb_regular-screenings-and-health-maintenance.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2ae80554dc7bf42c4bb_regular-screenings-and-health-maintenance.jpg	(from https://medcare-template.webflow.io/post/regular-screenings-and-health-maintenance)
16:37:23	71816/71816	---M--	200	added ('OK')	image/jpeg	etag:%224c6e30399f261cd4f2bd068c8c76631f%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d70fbe8aa426ac4af205c8_Blog-content-banner.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d70fbe8aa426ac4af205c8_Blog-content-banner.jpg	(from https://medcare-template.webflow.io/post/regular-screenings-and-health-maintenance)
16:37:24	23321/23321	---M--	200	added ('OK')	image/jpeg	etag:%2295650942fd1fd39d66c7fe8174b1e34c%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59cad55d108e3b525354d_dr-sarah-davis.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59cad55d108e3b525354d_dr-sarah-davis.jpg	(from https://medcare-template.webflow.io/doctors/dr-sarah-davis)
16:37:24	810/810	---M--	200	added ('OK')	image/png	etag:%22cb2b038320b7e5633a89fba09d1c0b9b%22	https://assets-global.website-files.com/65c992c37023d69385565acc/65c9dc31c6aa622c981c7036_favicon_32x32px.png	C:/Users/user/Desktop/master/project2/assets-global.website-files.com/65c992c37023d69385565acc/65c9dc31c6aa622c981c7036_favicon_32x32px.png	(from https://medcare-template.webflow.io/404)
16:37:24	5291/5291	---M--	200	added ('OK')	image/png	etag:%229aff780a91f586402f613828dfd27b7d%22	https://assets-global.website-files.com/65c992c37023d69385565acc/65c9dc398a42023d2fd60f43_webclip_256x256px.png	C:/Users/user/Desktop/master/project2/assets-global.website-files.com/65c992c37023d69385565acc/65c9dc398a42023d2fd60f43_webclip_256x256px.png	(from https://medcare-template.webflow.io/404)
16:37:25	76979/76979	---M--	200	added ('OK')	image/png	etag:%228189d053f79ca820eaf6bedf9dfcd9a9%22	https://assets-global.website-files.com/65c992c37023d69385565acc/65e6fd514ce6e880a16ded5a_banner-404-page.png	C:/Users/user/Desktop/master/project2/assets-global.website-files.com/65c992c37023d69385565acc/65e6fd514ce6e880a16ded5a_banner-404-page.png	(from https://medcare-template.webflow.io/404)
16:37:25	112085/112085	---M--	200	added ('OK')	image/png	etag:%228e0fe70808e8747fcdce9ba6a9734a6e%22	https://assets-global.website-files.com/65c992c37023d69385565acc/65e6fe1a56e4d824ad516116_password-protected.png	C:/Users/user/Desktop/master/project2/assets-global.website-files.com/65c992c37023d69385565acc/65e6fe1a56e4d824ad516116_password-protected.png	(from https://medcare-template.webflow.io/401)
16:37:25	20503/20503	---M--	200	added ('OK')	image/jpeg	etag:%2295988b1d4c299096afb89f41801f26a0%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59c821594255a9a52dfbd_dr-david-martin.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59c821594255a9a52dfbd_dr-david-martin.jpg	(from https://medcare-template.webflow.io/doctors/dr-david-martin)
16:37:26	22425/22425	---M--	200	added ('OK')	image/jpeg	etag:%22f263bcc5523b057c5dd99faae2e596ae%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59c9b7a1e2cec342d6a73_dr-robert-jackson.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59c9b7a1e2cec342d6a73_dr-robert-jackson.jpg	(from https://medcare-template.webflow.io/doctors/dr-robert-jackson)
16:37:26	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:26%20GMT	https://medcare-template.webflow.io/doctors/dr-esther-howard	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors/dr-esther-howard	(from https://medcare-template.webflow.io/doctor-specialty/pediatrician)
16:37:26	28536/28536	---M--	200	added ('OK')	image/jpeg	etag:%2239c5f039a5237c7a585ee03288442bac%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59cc50acbcc24ae2641dd_dr-jessica-white.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65e59cc50acbcc24ae2641dd_dr-jessica-white.jpg	(from https://medcare-template.webflow.io/doctors/dr-jessica-white)
16:37:27	28856/28856	---M--	200	added ('OK')	image/png	etag:%22f5edeb2670944795e8f0b6b2d703557f%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc887ae933f481bb1ec538_dr-esther-howard.png	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cc887ae933f481bb1ec538_dr-esther-howard.png	(from https://medcare-template.webflow.io/doctor-specialty/pediatrician)
16:37:27	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:27%20GMT	https://medcare-template.webflow.io/	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/index.html	(from https://medcare-template.webflow.io/about-us)
16:37:27	99774/99774	---M--	200	added ('OK')	image/jpeg	etag:%222f405725c51e01147ff629e778ac07ad%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d6816f1aa4e5bea3e886_pediatrics.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d6816f1aa4e5bea3e886_pediatrics.jpg	(from https://medcare-template.webflow.io/service/pediatrics)
16:37:27	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:27%20GMT	https://medcare-template.webflow.io/service/ophthalmology	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/service/ophthalmology.html	(from https://medcare-template.webflow.io/home-page/home-one)
16:37:27	91411/91411	---M--	200	added ('OK')	image/jpeg	etag:%22fdb386c5ae8b3ea170a94541420bfc81%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d97520a1012bdfc7cf71_neurology.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d97520a1012bdfc7cf71_neurology.jpg	(from https://medcare-template.webflow.io/service/neurology)
16:37:28	90949/90949	---M--	200	added ('OK')	image/jpeg	etag:%229ed15697e71481a6462912b56a57f996%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d992b52e4f1ff16202ae_oncology.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d992b52e4f1ff16202ae_oncology.jpg	(from https://medcare-template.webflow.io/service/oncology)
16:37:28	83065/83065	---M--	200	added ('OK')	image/jpeg	etag:%22ad91ef740f461a75eea29cc66107e649%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d9aa37b79065abf0097e_cardiology.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65d6d9aa37b79065abf0097e_cardiology.jpg	(from https://medcare-template.webflow.io/service/cardiology)
16:37:29	39118/39118	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Nov%202024%2016:55:04%20GMT	https://medcare-template.webflow.io/post/virtual-consultations-with-quality-doctor	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/virtual-consultations-with-quality-doctor.html	(from https://medcare-template.webflow.io/blog-authors/cody-fisher)
16:37:29	43539/43539	---M--	200	added ('OK')	image/jpeg	etag:%22713cbff5f85df5029bb9036425cf9296%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb0f4f390161c4141bd9a_virtual-consultations-with-quality-doctor.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb0f4f390161c4141bd9a_virtual-consultations-with-quality-doctor.jpg	(from https://medcare-template.webflow.io/blog-authors/cody-fisher)
16:37:29	106655/106655	---M--	200	added ('OK')	image/jpeg	etag:%222a62ebea6e55d05cd65f25884653a4fa%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2eeca65b4c80cd95f53_enhancing-your-life-through-mind-body-practices.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb2eeca65b4c80cd95f53_enhancing-your-life-through-mind-body-practices.jpg	(from https://medcare-template.webflow.io/post/enhancing-your-life-through-mind-body-practices)
16:37:30	39119/39119	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Nov%202024%2001:22:39%20GMT	https://medcare-template.webflow.io/post/get-treatment-from-our-experienced-doctor	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/post/get-treatment-from-our-experienced-doctor.html	(from https://medcare-template.webflow.io/blog-authors/floyd-miles)
16:37:30	55367/55367	---M--	200	added ('OK')	image/jpeg	etag:%22150b113671dd6735f78a7bbbfb510ca3%22	https://cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb19c30c88b1da8a248aa_get-treatment-from-our-experienced-doctor.jpg	C:/Users/user/Desktop/master/project2/cdn.prod.website-files.com/65cb4d1ed2f90340ed5047d9/65cdb19c30c88b1da8a248aa_get-treatment-from-our-experienced-doctor.jpg	(from https://medcare-template.webflow.io/blog-authors/floyd-miles)
16:37:30	6398/6398	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2010%20Nov%202024%2013:37:30%20GMT	https://medcare-template.webflow.io/doctors/dr-camron-william	C:/Users/user/Desktop/master/project2/medcare-template.webflow.io/doctors/dr-camron-william	(from https://medcare-template.webflow.io/doctor-specialty/cardiologist)
